SampleName,DT,KNN,XGBoost,Adaboost,ensembl_xgb_ada
WP_090996333.1,1.0,0.7500000000000001,0.99780226,0.8845807532994804,0.941191505418661
WP_042896060.1,1.0,0.8999999999999999,0.99780273,0.8840391390829423,0.9409209367289711
WP_042383163.1,1.0,1.0,0.99799937,0.8836869996110102,0.9408431848545621
WP_023817613.1,1.0,0.95,0.9979544,0.8814293045258506,0.939691866360902
WP_026011736.1,1.0,0.95,0.99780273,0.880539424702927,0.9391710795389635
WP_085789107.1,1.0,0.95,0.9978909,0.8801979951942178,0.9390444424194203
WP_012575214.1,1.0,0.7000000000000001,0.9978909,0.880186688660718,0.9390387891526704
WP_055441081.1,1.0,0.95,0.99780273,0.880186688660718,0.938994711517859
WP_064221217.1,1.0,0.95,0.9979544,0.8795789029542891,0.9387666655751212
WP_011308723.1,1.0,1.0,0.9982302,0.8792845800617015,0.9387573994745153
WP_034806158.1,1.0,1.0,0.99735403,0.8794969443423166,0.9384254874757237
WP_090949002.1,1.0,1.0,0.9979544,0.8776303345647276,0.9377923813803405
WP_094238542.1,1.0,0.95,0.9979544,0.8774996058098585,0.937727017002906
WP_062755455.1,1.0,0.95,0.9979544,0.8774408503635781,0.9376976392797658
WP_035063661.1,1.0,0.95,0.99780273,0.8773990752532668,0.9376009048141334
WP_026824436.1,1.0,1.0,0.9974938,0.8774572796250506,0.9374755415630899
WP_035065747.1,1.0,0.95,0.99780273,0.8771122507873194,0.9374574925811596
WP_020279644.1,1.0,1.0,0.9979544,0.8725626332781965,0.9352585307370749
WP_014195559.1,1.0,1.0,0.9979544,0.8725626332781965,0.9352585307370749
WP_080840602.1,1.0,0.95,0.9979544,0.8719725835711135,0.9349635058835335
WP_074100515.1,1.0,0.8500000000000001,0.99788785,0.8719611685034709,0.9349245091556051
WP_049720106.1,1.0,0.5,0.99748445,0.8642476126586083,0.9308660291152538
WP_046101283.1,1.0,1.0,0.9982302,0.8633347701365187,0.9307824945119239
WP_060527926.1,1.0,1.0,0.9982302,0.8633347701365187,0.9307824945119239
WP_086904404.1,1.0,1.0,0.9981548,0.8633234000949584,0.9307391095533233
WP_045124563.1,1.0,1.0,0.99799937,0.8633019389203997,0.9306506545092569
WP_036798916.1,1.0,0.95,0.99699324,0.8618743369445835,0.9294337903194445
WP_088891256.1,1.0,1.0,0.99759096,0.8612165168838324,0.9294037379779727
WP_087527547.1,1.0,1.0,0.9978416,0.8606435162398666,0.92924255642163
WP_058870690.1,1.0,1.0,0.9978416,0.8606435162398666,0.92924255642163
WP_024125870.1,1.0,0.8500000000000001,0.99806464,0.8600337672327711,0.9290492022084571
WP_085938215.1,1.0,0.9,0.9980386,0.8598405773361524,0.9289395836452643
WP_075054206.1,1.0,1.0,0.99788153,0.8593390386289789,0.928610285172186
WP_084286803.1,1.0,0.95,0.9980393,0.8577482699044232,0.9278937875572684
WP_006580534.1,1.0,1.0,0.9978464,0.8572078519094791,0.9275271382445498
WP_050117363.1,1.0,1.0,0.9982302,0.8562903602818741,0.9272602895846016
WP_047361658.1,1.0,1.0,0.9982302,0.8562903602818741,0.9272602895846016
WP_060422788.1,1.0,1.0,0.9982302,0.8562902870411384,0.9272602529642338
WP_049625402.1,1.0,1.0,0.9979544,0.8563799376592385,0.9271671829275959
WP_033851601.1,1.0,1.0,0.99799705,0.8562902870411384,0.9271436662790531
WP_093831857.1,1.0,0.8,0.99428934,0.859890649405971,0.9270899939973428
WP_024146569.1,1.0,1.0,0.9978874,0.8562902870411384,0.9270888300058597
WP_019497030.1,1.0,1.0,0.99799705,0.8560434406286739,0.9270202430728208
WP_099812941.1,1.0,1.0,0.9976686,0.8561912064572033,0.9269299151907293
WP_076305724.1,1.0,0.75,0.99762666,0.8556441135707105,0.926635387912522
WP_081057482.1,1.0,0.8500000000000001,0.9971439,0.8560102451082333,0.9265770846722654
WP_055268308.1,1.0,0.9,0.9979004,0.8539754540307929,0.9259379402092899
WP_063415881.1,1.0,1.0,0.99799705,0.8534631673833182,0.925730106450143
WP_088912163.1,1.0,1.0,0.99799705,0.8534631673833182,0.925730106450143
