SampleName,DT,KNN,XGBoost,Adaboost,ensembl_xgb_ada
WP_046101283.1,1.0,1.0,0.9916541,0.9985154941738362,0.9950847961038707
WP_060527926.1,1.0,1.0,0.9916541,0.9985154941738362,0.9950847961038707
WP_075054206.1,1.0,1.0,0.9916541,0.9985113554503722,0.9950827267421386
WP_047361658.1,1.0,1.0,0.9916541,0.9982429386049402,0.9949485183194227
WP_050117363.1,1.0,1.0,0.9916541,0.9982429386049402,0.9949485183194227
WP_045124563.1,1.0,1.0,0.9916541,0.9977570171149088,0.9947055575744069
WP_090996333.1,1.0,0.7500000000000001,0.9912876,0.9978321285260019,0.9945598587995915
WP_009518867.1,1.0,1.0,0.9916541,0.997461950670174,0.9945580243520395
WP_090164194.1,1.0,0.8,0.99133646,0.9977478386640591,0.994542151772978
WP_085789107.1,1.0,0.95,0.9904833,0.9985498783508795,0.9945165811737308
WP_026011736.1,1.0,0.95,0.9904833,0.9985498783508795,0.9945165811737308
WP_042896060.1,1.0,0.8999999999999999,0.9904833,0.9985154941738362,0.9944993890852092
WP_062755455.1,1.0,0.95,0.9905721,0.998364661262607,0.9944683780899521
WP_090949002.1,1.0,1.0,0.9905721,0.998364661262607,0.9944683780899521
WP_023817613.1,1.0,0.95,0.9905721,0.9983212284642744,0.9944466616907859
WP_012575214.1,1.0,0.7000000000000001,0.9904833,0.998364661262607,0.9944239726295945
WP_049625402.1,1.0,1.0,0.9905721,0.9982380419620908,0.9944050684396941
WP_063415881.1,1.0,1.0,0.9916541,0.997149085432801,0.9944015917333531
WP_088912163.1,1.0,1.0,0.9916541,0.997149085432801,0.9944015917333531
WP_060422788.1,1.0,1.0,0.9916541,0.997149085432801,0.9944015917333531
WP_049724747.1,1.0,1.0,0.99126863,0.997461950670174,0.9943652927331583
WP_086904404.1,1.0,1.0,0.9916541,0.9970742287760536,0.9943641634049794
WP_055441081.1,1.0,0.95,0.9904833,0.9982429386049402,0.9943631113007612
WP_035065747.1,1.0,0.95,0.9904833,0.9982429386049402,0.9943631113007612
WP_031431988.1,1.0,1.0,0.9916541,0.9969974309319345,0.9943257644829198
WP_092721547.1,1.0,0.95,0.9903202,0.9983212284642744,0.9943207170763755
WP_094238542.1,1.0,0.95,0.9905721,0.9980131296776069,0.9942926122974521
WP_020279644.1,1.0,1.0,0.9905721,0.9980131296776069,0.9942926122974521
WP_042383163.1,1.0,1.0,0.9905721,0.9980131296776069,0.9942926122974521
WP_064221217.1,1.0,0.95,0.9905721,0.9980131296776069,0.9942926122974521
WP_014195559.1,1.0,1.0,0.9905721,0.9980131296776069,0.9942926122974521
WP_006580534.1,1.0,1.0,0.9916541,0.996917988295698,0.9942860431648015
WP_058870690.1,1.0,1.0,0.9916541,0.996917988295698,0.9942860431648015
WP_087527547.1,1.0,1.0,0.9916541,0.996917988295698,0.9942860431648015
WP_084286803.1,1.0,0.95,0.9916541,0.996917988295698,0.9942860431648015
WP_090604190.1,1.0,1.0,0.9903552,0.9982053132349611,0.9942802534249604
WP_035063661.1,1.0,0.95,0.9904833,0.9978653591910449,0.9941743215938135
WP_085938215.1,1.0,0.95,0.9899156,0.9981681822773903,0.9940418958185657
WP_091870084.1,1.0,0.6,0.9905039,0.9975721317385049,0.9940380194710896
WP_033851601.1,1.0,1.0,0.9916541,0.9963651883281703,0.9940096431810377
WP_051559024.1,1.0,0.95,0.99035406,0.9976460262671851,0.994000043696947
WP_011308723.1,1.0,1.0,0.9897577,0.9981681822773903,0.9939629494665607
WP_012912354.1,1.0,0.55,0.99092317,0.9969974309319345,0.9939602986034795
WP_026824436.1,1.0,1.0,0.9893631,0.9985113554503722,0.9939372148765228
WP_035619941.1,1.0,1.0,0.9916541,0.9962114571754719,0.9939327776046885
WP_083862946.1,1.0,0.75,0.99092317,0.9969159601778774,0.9939195632264509
WP_031194042.1,1.0,0.75,0.9898541,0.9977746210061302,0.9938143591862316
WP_024146569.1,1.0,1.0,0.99126196,0.9963651883281703,0.993813573702049
WP_088347300.1,1.0,1.0,0.9897577,0.9978321285260019,0.9937949225908665
WP_025660140.1,1.0,0.95,0.98856914,0.9987748739857796,0.9936720072100224
WP_065383217.1,1.0,1.0,0.98904854,0.9981681822773903,0.9936083614347919
WP_031656931.1,1.0,1.0,0.9916541,0.995521610819945,0.993587854426925
WP_092569305.1,1.0,1.0,0.99133646,0.9956116338222567,0.9934740493520768
WP_019497030.1,1.0,1.0,0.9916541,0.9951750905249495,0.9934145942794272
WP_013500616.1,1.0,0.95,0.98856914,0.9982380419620908,0.993403591198178
WP_071069330.1,1.0,1.0,0.98856914,0.9982380419620908,0.993403591198178
WP_071036708.1,1.0,1.0,0.98856914,0.9982380419620908,0.993403591198178
WP_081057482.1,1.0,0.8500000000000001,0.9898579,0.996917988295698,0.9933879501796483
WP_074100515.1,1.0,0.8500000000000001,0.99092317,0.9957963114312226,0.9933597388531235
WP_080840602.1,1.0,0.95,0.99092317,0.9957963114312226,0.9933597388531235
WP_079365507.1,1.0,0.6499999999999999,0.9882026,0.9985113554503722,0.9933569636596343
WP_076305724.1,1.0,0.75,0.99049723,0.9957963114312226,0.993146771457341
WP_015201773.1,1.0,1.0,0.9905419,0.9957233417694774,0.9931326085659369
WP_034806158.1,1.0,1.0,0.9875631,0.9985113554503722,0.9930372145427367
WP_045765666.1,1.0,1.0,0.99133646,0.9946932114998139,0.9930148381908555
WP_008838212.1,1.0,0.95,0.9897577,0.9962114571754719,0.9929845869156015
WP_017841076.1,1.0,1.0,0.98875606,0.9970281698989572,0.992892115249619
WP_055268308.1,1.0,0.9,0.99043316,0.9951892631280737,0.9928112098091998
WP_041440484.1,1.0,0.65,0.9898766,0.9956355731254116,0.9927561005237349
WP_096534863.1,1.0,0.7000000000000001,0.990116,0.9953921610324735,0.9927540806039747
WP_055195547.1,1.0,0.65,0.98898304,0.9963752720142982,0.9926791535509418
WP_065061705.1,1.0,0.9,0.9898541,0.9954037605669671,0.9926289289666501
WP_100402176.1,1.0,0.95,0.98696584,0.9981900624268358,0.9925779487606439
WP_028663822.1,1.0,1.0,0.9866081,0.9984804459126176,0.9925442669645639
WP_013561109.1,1.0,0.25,0.9891175,0.9958713869075544,0.9924944450368766
WP_036294986.1,1.0,1.0,0.98946524,0.9954164181832382,0.9924408274235283
WP_036250713.1,1.0,1.0,0.98946524,0.9954164181832382,0.9924408274235283
WP_024889333.1,1.0,1.0,0.99133646,0.9934711726206429,0.9924038187512699
WP_088891256.1,1.0,1.0,0.98783815,0.996917988295698,0.9923780686832189
WP_101726682.1,1.0,0.7500000000000001,0.99091053,0.9937070527670822,0.9923087914287071
WP_076523956.1,1.0,1.0,0.98809206,0.9964851771928398,0.9922886210251614
WP_097378604.1,1.0,1.0,0.98933184,0.9951750905249495,0.9922534659968802
WP_044518241.1,1.0,0.7,0.98963964,0.9948374645590091,0.9922385522067201
WP_084316793.1,1.0,0.8,0.98904854,0.9954037605669671,0.9922261505795804
WP_077117441.1,1.0,0.9,0.9880718,0.9963547832135122,0.9922132912458858
WP_045834967.1,1.0,0.8,0.98653555,0.9978321285260019,0.9921838388449101
WP_099531684.1,1.0,1.0,0.9884291,0.995521610819945,0.9919753699718163
WP_047388363.1,1.0,0.7500000000000001,0.98898184,0.9949270318619875,0.9919544374283387
WP_036798916.1,1.0,0.95,0.98768634,0.9960799568629328,0.9918831464517148
WP_078690884.1,1.0,0.8500000000000001,0.99133646,0.9923810227805722,0.9918587438312345
WP_091970176.1,1.0,0.7,0.98731375,0.9963923489960715,0.9918530482010387
WP_030443103.1,1.0,0.95,0.98731375,0.9962114571754719,0.9917626022907389
WP_062480250.1,1.0,1.0,0.99133646,0.9921184827020941,0.9917274737919956
WP_089408463.1,1.0,0.5,0.98851794,0.9948428773546305,0.9916804086995168
WP_015329024.1,1.0,0.8,0.98909926,0.9941628421131647,0.9916310531290311
WP_084602981.1,1.0,0.7,0.98761326,0.9956355731254116,0.9916244169357069
WP_058998822.1,1.0,0.7,0.98739827,0.9956355731254116,0.9915169199588545
WP_078924280.1,1.0,0.65,0.98784554,0.9951581196728556,0.9915018298597738
WP_088257333.1,1.0,0.45000000000000007,0.9873069,0.9956355731254116,0.9914712329986342
WP_095832385.1,1.0,0.7,0.98784626,0.9949066569686871,0.9913764561355581
WP_033435353.1,1.0,0.75,0.98793554,0.9948132581298439,0.9913744005950733
WP_090979254.1,1.0,0.9,0.99042356,0.9921116343944829,0.9912675972685
WP_015157107.1,1.0,1.0,0.98912543,0.9931474749713067,0.9911364527776303
WP_100217698.1,1.0,0.95,0.9857759,0.9964481426345722,0.9911120153003641
WP_063059159.1,1.0,0.75,0.98805654,0.9941628421131647,0.9911096913011808
WP_085471791.1,1.0,0.7000000000000001,0.9897764,0.9921116343944829,0.9909440036520144
WP_088264063.1,1.0,0.7000000000000001,0.990116,0.9916975926114917,0.9909067963934839
WP_072885920.1,1.0,0.7000000000000001,0.990116,0.9916975926114917,0.9909067963934839
WP_015898277.1,1.0,1.0,0.98460346,0.9970796362387129,0.9908415504210685
WP_058316939.1,1.0,1.0,0.98909926,0.9924907249781261,0.9907949945615118
WP_096644251.1,1.0,0.8500000000000001,0.9890864,0.9922905195299458,0.9906884545357859
WP_036828494.1,1.0,0.8500000000000001,0.98693085,0.9943196494790547,0.9906252483235117
WP_079083882.1,1.0,0.85,0.9856314,0.9951790736318574,0.9904052399695389
WP_099412865.1,1.0,0.65,0.98745507,0.9933165795236759,0.9903858247712221
WP_096581191.1,1.0,0.8,0.98807883,0.9925819780011773,0.99033040531376
WP_042343949.1,1.0,0.7000000000000001,0.9884695,0.9921116343944829,0.9902905579313418
WP_009128903.1,1.0,0.2,0.98355836,0.9964154059128182,0.9899868813373753
WP_024125870.1,1.0,0.8500000000000001,0.9894953,0.9902756272911111,0.9898854523479481
WP_029630398.1,1.0,1.0,0.9833634,0.9960292547123661,0.9896963223406191
WP_044264717.1,1.0,0.15000000000000002,0.9826295,0.9964150734411132,0.989522275709433
WP_055075777.1,1.0,0.95,0.9826736,0.9949830032522038,0.9888282943335451
WP_091374193.1,1.0,0.6000000000000001,0.98192227,0.9956355731254116,0.9887789209964521
WP_099438430.1,1.0,0.95,0.982884,0.9941628421131647,0.9885234159620542
WP_099812941.1,1.0,1.0,0.9826307,0.9940042070430573,0.9883174683591751
WP_006630972.1,1.0,0.8999999999999999,0.9850327,0.9912588211841732,0.9881457494173125
WP_068394128.1,1.0,0.8,0.9876324,0.9885199908943649,0.98807619236567
WP_008205290.1,1.0,0.8500000000000001,0.9846569,0.9914879661960925,0.9880724182806176
WP_061247661.1,1.0,0.7,0.98866045,0.9874006622625533,0.9880305585063072
WP_015213401.1,1.0,0.8,0.98427033,0.9914879661960925,0.9878791502199334
WP_011378069.1,1.0,1.0,0.98368436,0.9920067839588341,0.9878455724699109
WP_081144923.1,1.0,1.0,0.97835886,0.9968685913355388,0.9876137280598898
WP_017747476.1,1.0,1.0,0.9804386,0.9947579951936661,0.9875982926217048
WP_002801241.1,1.0,0.8500000000000001,0.9836739,0.9914879661960925,0.9875809183797998
WP_049720106.1,1.0,0.5,0.98822707,0.9869149871552447,0.987571028266572
WP_086833853.1,1.0,0.65,0.98342496,0.9914879661960925,0.9874564638815088
WP_015195532.1,1.0,1.0,0.9797125,0.9947228501089023,0.9872176681879961
WP_077026978.1,1.0,0.35,0.9809978,0.9926352381614552,0.9868165194942408
WP_004710421.1,1.0,0.65,0.9886562,0.9839413056826314,0.9862987642514567
WP_093228074.1,1.0,0.85,0.9868064,0.9852743595328348,0.9860403761012563
WP_024981710.1,1.0,0.8500000000000001,0.98778164,0.9838989941955649,0.9858403190315288
WP_084739342.1,1.0,0.44999999999999996,0.9840673,0.9875344624995173,0.9858008916615933
NP_681738.1,1.0,0.95,0.978387,0.993159955388279,0.9857734767824269
WP_011056792.1,1.0,0.95,0.978387,0.993159955388279,0.9857734767824269
WP_015159126.1,1.0,0.8500000000000001,0.9818388,0.9889755339612724,0.9854071781630398
WP_027844945.1,1.0,0.95,0.9848994,0.9849888969089617,0.9849441492868478
WP_000151321.1,1.0,0.65,0.9886562,0.9807182016226107,0.9846872122214463
WP_081599527.1,1.0,0.9,0.97519493,0.9937295970668175,0.9844622640485454
WP_062548533.1,1.0,0.8,0.98758125,0.9804383213349281,0.984009787193343
WP_067714880.1,1.0,0.75,0.97463214,0.9906572209509682,0.9826446824626363
WP_076626087.1,1.0,0.95,0.9681932,0.996761937597902,0.9824775555032051
WP_028306819.1,1.0,0.4,0.986464,0.9782044324493545,0.9823342280197211
WP_064030493.1,1.0,1.0,0.9726809,0.9919592167244982,0.9823200715237176
WP_083930349.1,1.0,0.6000000000000001,0.9849913,0.9795185858915965,0.982254948959287
WP_012597165.1,1.0,0.55,0.98583376,0.9784749609986855,0.9821543625374591
WP_017496420.1,1.0,0.7500000000000001,0.9865763,0.9770178606306743,0.9817970896857595
WP_073217643.1,1.0,0.44999999999999996,0.9745418,0.9887613243704569,0.9816515538516408
WP_093831857.1,1.0,0.8,0.9699509,0.9905769014339423,0.9802639079084384
WP_035658611.1,1.0,0.7000000000000001,0.9698703,0.990544617450104,0.9802074731766511
WP_086102656.1,1.0,0.8500000000000001,0.9708454,0.9856518348549029,0.9782486180709908
WP_061254329.1,1.0,0.7,0.98583674,0.9701732509628311,0.9780049976356514
WP_099070251.1,1.0,1.0,0.96834964,0.9850859404602577,0.9767177880306507
WP_009361466.1,1.0,0.44999999999999996,0.9842398,0.9688359924629535,0.9765379045643015
WP_013300197.1,1.0,1.0,0.9603003,0.9901322991546732,0.9752163127510121
WP_044171549.1,1.0,0.55,0.984936,0.9646892107068681,0.974812604811747
WP_072319133.1,1.0,0.7000000000000001,0.9685034,0.9766901185039779,0.972596767044271
WP_072985233.1,1.0,0.25,0.97245085,0.9709048173449837,0.9716778348695438
WP_048925809.1,1.0,0.4,0.97217304,0.9539144506183419,0.9630437428815739
WP_055276084.1,1.0,0.44999999999999996,0.95972675,0.9655541506806208,0.9626404507656492
WP_013451524.1,1.0,0.2,0.9557178,0.9552062281840454,0.9554620151158875
WP_044400168.1,1.0,0.5,0.9612499,0.9482003145507371,0.9547251012470024
WP_006090832.1,1.0,1.0,0.8521549,0.9907631747262253,0.921459042645324
WP_094072910.1,1.0,0.95,0.80925727,0.9877958782989162,0.898526573602278
WP_013847450.1,0.75,0.8,0.8011252,0.9887911160530678,0.8949581722290333
WP_071516134.1,0.75,1.0,0.806898,0.9817068547038925,0.8943024262800163
WP_017309810.1,0.75,1.0,0.76193744,0.988414503472641,0.875175971457161
WP_009456812.1,1.0,0.8999999999999999,0.75925094,0.989887240252998,0.8745690895726812
WP_102182189.1,1.0,0.8999999999999999,0.75925094,0.989887240252998,0.8745690895726812
WP_089765999.1,0.75,0.8500000000000001,0.7563252,0.9832367636051279,0.8697809744520237
WP_044451674.1,0.75,1.0,0.75167704,0.9860360887578095,0.8688565625216049
WP_042291992.1,0.75,0.55,0.76140195,0.9732521917278991,0.867327071520459
WP_084668949.1,0.75,1.0,0.74392945,0.9845457269331145,0.8642375863383376
WP_047589627.1,1.0,0.95,0.731986,0.9875781907750356,0.8597820885038966
WP_073555659.1,1.0,0.8999999999999999,0.7256191,0.989887240252998,0.8577531589677465
WP_090634261.1,1.0,1.0,0.9741511,0.7412245929500876,0.8576878339182048
WP_016876098.1,1.0,1.0,0.97165257,0.7411610138725256,0.8564067906295765
WP_035133775.1,1.0,0.7000000000000001,0.7635308,0.9480174976413591,0.8557741442235879
WP_071455425.1,1.0,1.0,0.9707207,0.7399481489542595,0.8553344286622342
WP_062303332.1,0.75,0.8,0.9563837,0.7443051663219803,0.8503444357305703
WP_034826052.1,0.75,1.0,0.95436555,0.7423462064438193,0.8483558789577648
WP_068488195.1,0.5,0.8,0.94842064,0.7376991961446531,0.8430599199755553
WP_056466663.1,0.5,0.6499999999999999,0.6947329,0.9912811894248479,0.843007046929526
WP_100990083.1,0.75,1.0,0.9567567,0.7286277555342812,0.8426922332702229
WP_013921749.1,0.75,0.6,0.9386813,0.736742129497399,0.8377117169761013
WP_034404411.1,0.75,0.4,0.9299912,0.7334501082912587,0.8317206469781946
WP_096354083.1,0.75,0.95,0.9327546,0.7282721317461874,0.8305133539761973
WP_084106721.1,1.0,0.44999999999999996,0.9413297,0.7129088557549489,0.8271192866955286
WP_024873364.1,0.75,1.0,0.90616244,0.7352968282708974,0.8207296345238612
WP_026705043.1,1.0,0.55,0.6503585,0.9761286903040032,0.8132435942002346
WP_019494780.1,1.0,0.8999999999999999,0.64037174,0.9835217529298552,0.8119467463971023
WP_055152023.1,0.75,0.8500000000000001,0.62766945,0.9795254113349277,0.8035974324779191
WP_016523204.1,0.5,0.2,0.9082066,0.6659828761814692,0.7870947291254331
WP_026751107.1,0.25,0.8500000000000001,0.5821328,0.9726949327246766,0.7774138745196869
WP_089880661.1,0.75,1.0,0.84447175,0.6987949853390838,0.7716333689913345
WP_007044032.1,0.75,0.35,0.82613087,0.6826780057656832,0.7544044363850388
WP_025465492.1,0.75,0.5,0.82892734,0.6395739474437747,0.7342506427835481
WP_016804074.1,0.75,0.5,0.82892734,0.6395739474437747,0.7342506427835481
WP_100241429.1,0.75,0.25,0.82892734,0.6395739474437747,0.7342506427835481
WP_048201370.1,0.75,0.3,0.8036347,0.6434849170287993,0.7235598100940658
WP_088656112.1,0.75,0.6000000000000001,0.53069174,0.9079793620811671,0.7193355524891004
WP_012979970.1,0.75,0.3,0.7610454,0.6649274993756515,0.712986447851812
WP_052698403.1,0.75,1.0,0.93188256,0.4767607270718819,0.7043216436625126
WP_077208232.1,0.75,0.8500000000000001,0.9482194,0.45509406330696167,0.7016567409163288
WP_045964484.1,0.75,1.0,0.9243333,0.4747004109715186,0.699516842667995
WP_051168181.1,0.75,1.0,0.913343,0.4841028430895943,0.6987229277112552
WP_082839051.1,0.75,0.9,0.92964435,0.4649026156786979,0.6972734809579403
WP_094382636.1,0.5,1.0,0.92762935,0.4645707164230545,0.6961000340194801
WP_045054463.1,0.75,0.95,0.93109137,0.4541934755760435,0.6926424218872191
WP_075598738.1,0.75,1.0,0.91735595,0.4673430706580506,0.6923495126525574
WP_080807610.1,0.75,1.0,0.9380678,0.44573734479394655,0.6919025693200385
WP_034824194.1,0.75,1.0,0.91258997,0.47114125866970546,0.6918656129602647
WP_041339469.1,0.5,1.0,0.91735595,0.46219443847767916,0.6897751965623717
WP_015150617.1,0.75,0.8,0.93398213,0.4427913091465909,0.6883867215059737
WP_094264667.1,0.25,1.0,0.9205254,0.4545611402184021,0.6875432561233765
WP_015118671.1,0.75,0.8500000000000001,0.94077504,0.43335525113609397,0.6870651439739612
WP_011238781.1,0.5,0.55,0.92964435,0.44270511718785777,0.6861747317125202
WP_009787621.1,0.75,0.8500000000000001,0.9456344,0.4247049661737888,0.6851696954301103
WP_006111085.1,0.5,1.0,0.9262518,0.4436793042049872,0.6849655664377444
WP_081892299.1,0.75,0.95,0.92190814,0.4458117133621523,0.6838599267723238
WP_089708808.1,0.75,0.8,0.92058986,0.44648150608101345,0.6835356851675056
WP_049969002.1,0.5,0.9,0.9154621,0.4507641742574091,0.68311312546069
WP_011434286.1,0.75,0.9,0.918474,0.44684557756796794,0.6826597980708644
WP_015784319.1,0.5,1.0,0.91735595,0.4449254964243592,0.6811407255357117
WP_099701147.1,0.5,1.0,0.92861074,0.4289328147203587,0.6787717784062457
WP_049917000.1,0.5,0.9,0.9223825,0.43219945065557613,0.6772909623005969
WP_028947682.1,0.75,1.0,0.910593,0.43773722502393697,0.6741650991281032
WP_099799494.1,0.5,1.0,0.91589624,0.4319980736469905,0.6739471552717526
WP_017748677.1,0.5,1.0,0.92323756,0.41851063753060946,0.6708740998550875
WP_083764430.1,0.5,0.8500000000000001,0.9237948,0.4163721934122586,0.6700834997079146
WP_036488545.1,0.5,1.0,0.9245408,0.41274405979939677,0.6686424387684881
WP_058572808.1,1.0,1.0,0.63113636,0.7011810737097668,0.666158715747019
WP_100626894.1,0.5,0.8500000000000001,0.93352556,0.39760364085296024,0.6655646015696686
