SampleName,DT,KNN,XGBoost,Adaboost,ensembl_xgb_ada
WP_060527926.1,1.0,1.0,0.99498594,0.9851858427717557,0.9900858904219801
WP_045124563.1,1.0,0.95,0.99493206,0.9851858427717557,0.9900589491225417
WP_011308723.1,1.0,1.0,0.99380714,0.9862804134000005,0.9900437752062411
WP_050117363.1,1.0,1.0,0.9947419,0.9853207121608493,0.9900313144086716
WP_045765666.1,1.0,1.0,0.9945282,0.9852761932005826,0.989902183800456
WP_060422788.1,1.0,1.0,0.9947419,0.9850301743396349,0.9898860454980645
WP_047361658.1,1.0,1.0,0.9947419,0.9850088776009299,0.989875397128712
WP_046101283.1,1.0,1.0,0.9947419,0.9850088776009299,0.989875397128712
WP_033851601.1,1.0,1.0,0.9947419,0.9849935525243471,0.9898677345904205
WP_017841076.1,1.0,1.0,0.9946695,0.9839146439872977,0.9892920705001949
WP_092569305.1,1.0,1.0,0.9947419,0.9836415970981539,0.9891917568773241
WP_031656931.1,1.0,1.0,0.9945282,0.9835075696250852,0.9890178720127074
WP_062480250.1,1.0,1.0,0.9945282,0.9831385061502628,0.9888333402752962
WP_019497030.1,1.0,0.8999999999999999,0.99330974,0.9841098940732494,0.9887098151625402
WP_036294986.1,1.0,1.0,0.99451613,0.9827609699158851,0.9886385520889851
WP_036250713.1,1.0,1.0,0.99451613,0.9827609699158851,0.9886385520889851
WP_012575214.1,1.0,0.8,0.9921607,0.98477320328979,0.9884669405998205
WP_028663822.1,1.0,1.0,0.99118793,0.9851261695873178,0.9881570498472172
WP_024889333.1,1.0,1.0,0.9945282,0.9813843535713569,0.9879562639858432
WP_088347300.1,1.0,0.95,0.99478054,0.9807816297305948,0.9877810850984516
WP_000151321.1,1.0,0.65,0.99373007,0.9814561695875745,0.9875931188971808
WP_086904404.1,1.0,1.0,0.9946805,0.9803839912230147,0.987532257547695
WP_083930349.1,1.0,0.6500000000000001,0.99335027,0.9815541844832618,0.9874522259467701
WP_031431988.1,1.0,1.0,0.9935089,0.9810588402315455,0.9872838578007856
WP_024146569.1,1.0,1.0,0.99421257,0.9803163983557719,0.9872644830810079
WP_088912163.1,1.0,1.0,0.99449074,0.9799593422018672,0.987225042442639
WP_008838212.1,1.0,0.95,0.9940314,0.9803271415935714,0.9871792854421715
WP_075054206.1,1.0,1.0,0.9947666,0.9795145222367071,0.9871405576080692
WP_009518867.1,1.0,1.0,0.9940314,0.9798095977589429,0.9869205135248572
WP_035619941.1,1.0,1.0,0.9940314,0.9798095977589429,0.9869205135248572
WP_090949002.1,1.0,0.95,0.99376,0.9798931119318737,0.986826550835169
WP_063415881.1,1.0,1.0,0.99449074,0.9786370025370172,0.9865638726102139
WP_087527547.1,1.0,0.95,0.99468094,0.9783985957369865,0.9865397684209377
WP_058870690.1,1.0,0.95,0.99468094,0.9783985957369865,0.9865397684209377
WP_004710421.1,1.0,0.65,0.99273264,0.9802341994606258,0.9864834217708708
WP_026011736.1,1.0,0.8999999999999999,0.9918431,0.9810308335222049,0.9864369689423463
WP_012912354.1,1.0,0.6,0.9944066,0.978449075682017,0.9864278283035024
WP_015201773.1,1.0,1.0,0.9938568,0.9788942221033746,0.9863755048924772
WP_049724747.1,1.0,1.0,0.9946805,0.9780536518756144,0.986367087873995
WP_083862946.1,1.0,0.7000000000000001,0.9940839,0.978152161400502,0.9861180213893379
WP_006630972.1,1.0,1.0,0.9940976,0.9776143804073197,0.985855985426896
WP_055441081.1,1.0,0.8999999999999999,0.992031,0.9795355445500924,0.9857832613764561
WP_085789107.1,1.0,0.8999999999999999,0.992031,0.9794468248766559,0.9857389015397379
WP_065383217.1,1.0,0.95,0.99447286,0.9769278037709408,0.9857003325304594
WP_081144923.1,1.0,1.0,0.98730344,0.9839496901135862,0.985626562958023
WP_084286803.1,1.0,0.95,0.9940607,0.9770173165725642,0.9855390058719602
