SampleName,DT,KNN,XGBoost,Adaboost,ensembl_xgb_ada
WP_092265422.1,1.0,0.7000000000000001,0.9940242,0.9159163575754703,0.954970287352112
WP_013878483.1,1.0,1.0,0.97808236,0.8865840656008247,0.9323332122189762
WP_049982463.1,1.0,1.0,0.9792289,0.8777538515164169,0.928491382650222
WP_097007364.1,1.0,1.0,0.9792289,0.8684038632071874,0.9238163884956072
WP_049907365.1,1.0,1.0,0.97808236,0.8661336862199981,0.9221080225285629
WP_077067832.1,1.0,1.0,0.90837485,0.930073102543757,0.9192239742626774
WP_015717132.1,0.75,0.45000000000000007,0.96735674,0.864156804765864,0.9157567730971197
WP_006090832.1,1.0,1.0,0.9683428,0.8616611961117026,0.9150019885892986
WP_004968197.1,1.0,1.0,0.9777242,0.8504753764787856,0.914099785502729
WP_096386367.1,1.0,0.6,0.9613225,0.8638034453771266,0.9125629658888654
WP_058572808.1,1.0,1.0,0.9717028,0.8453395808073779,0.9085211974547753
WP_074796062.1,1.0,1.0,0.9717028,0.8409612406716891,0.906332027386931
WP_038030576.1,0.75,0.45000000000000007,0.9817057,0.8287031125874254,0.9052044188902245
WP_079235170.1,1.0,1.0,0.9763433,0.8331152058318456,0.9047292399741809
WP_049912037.1,1.0,1.0,0.97670144,0.8315762152323267,0.9041388268296491
WP_006054116.1,1.0,1.0,0.97008187,0.8367245620205355,0.9034032139040208
WP_052287949.1,1.0,0.75,0.9833097,0.8232384251208278,0.9032740556523786
YP_145307.1,0.75,0.45000000000000007,0.9702207,0.8362605677564804,0.9032406263808341
WP_039457454.1,0.75,0.45000000000000007,0.9702207,0.8362605677564804,0.9032406263808341
WP_089668176.1,1.0,1.0,0.9777242,0.825940024970079,0.9018321097483757
WP_093007728.1,0.75,0.65,0.96791625,0.8352542656428639,0.9015852579358729
WP_014514637.1,0.75,0.55,0.9698453,0.8325198445588445,0.9011825697556186
WP_049934199.1,1.0,1.0,0.9591754,0.8422498158578746,0.9007126118721899
WP_038030409.1,0.75,0.45000000000000007,0.9697377,0.8268522421271937,0.8982949753478833
WP_049923881.1,1.0,1.0,0.9183055,0.8668119636656593,0.8925587399543201
WP_015195532.1,1.0,0.65,0.95669305,0.8280783224310906,0.8923856878383175
WP_094072910.1,1.0,0.8,0.94703,0.8344401064824702,0.8907350571608366
WP_089880661.1,1.0,1.0,0.95164937,0.8271311663670924,0.889390267088194
WP_065061705.1,1.0,0.65,0.9567496,0.8172632545431678,0.8870064362983021
WP_010682499.1,1.0,0.8,0.97658795,0.7940421932474482,0.8853150722153836
WP_038066338.1,0.75,0.45000000000000007,0.9622695,0.8077059807205509,0.8849877328586733
WP_009486613.1,1.0,1.0,0.9315355,0.8364732728868732,0.8840043776467448
WP_089230993.1,1.0,0.8500000000000001,0.9557289,0.8105407227709341,0.883134805641296
WP_012659190.1,1.0,1.0,0.9281615,0.8319317415336426,0.8800466217090515
WP_038044516.1,0.75,0.55,0.9680746,0.78916587402637,0.8786202468982101
WP_094590818.1,1.0,1.0,0.86738235,0.8850833476023876,0.8762328475930792
WP_079083882.1,1.0,0.65,0.93463135,0.8130206523586658,0.8738260000074579
WP_049969002.1,1.0,1.0,0.89506114,0.8405439566293177,0.8678025459606855
WP_008631444.1,0.75,0.45000000000000007,0.9021134,0.8220174432275249,0.862065410637734
WP_071678161.1,0.75,0.45000000000000007,0.92917424,0.7810465627597728,0.855110403581806
WP_096861749.1,0.75,0.45000000000000007,0.9649743,0.7216399669216076,0.8433071255468328
WP_089764886.1,1.0,1.0,0.8796564,0.8033748352713679,0.8415156048629331
WP_058998822.1,0.75,0.25,0.930959,0.71412322352843,0.8225411049053893
WP_088891256.1,1.0,0.44999999999999996,0.9087226,0.7158581958955725,0.812290387687395
WP_065383217.1,1.0,1.0,0.80266386,0.7827950599464438,0.7927294613258373
WP_097378604.1,1.0,1.0,0.8021184,0.7784976129482558,0.7903080167745735
WP_047589627.1,1.0,0.44999999999999996,0.9341162,0.645715094255439,0.7899156394834477
WP_056466663.1,0.75,0.7000000000000001,0.7194068,0.8399426414211054,0.7796747125009427
WP_078350477.1,0.75,0.35,0.7729867,0.7835596526114326,0.7782731813414981
WP_049759955.1,0.75,0.44999999999999996,0.8440641,0.6981305536369757,0.771097335057471
WP_083764430.1,0.75,0.65,0.81170523,0.725082781754757,0.7683940067106609
WP_088347300.1,1.0,0.35,0.8103024,0.7262661214772818,0.7682842491122066
WP_077117441.1,1.0,0.55,0.8049592,0.7285966916954236,0.7667779348331549
WP_013300197.1,1.0,0.8500000000000001,0.79499185,0.7352994587085261,0.7651456547807463
WP_094264667.1,0.75,0.6,0.7143557,0.8116370965467048,0.762996401857642
WP_091970176.1,0.75,0.8,0.74340975,0.7774810390607568,0.7604453959532604
WP_044264717.1,0.75,0.4,0.79275596,0.7252147882352783,0.758985374826715
WP_080977504.1,0.75,0.44999999999999996,0.7951373,0.7213203716964776,0.7582288289413479
WP_034385873.1,0.75,0.75,0.9118847,0.6016096751642936,0.7567472001290676
WP_069133529.1,0.25,0.4,0.9157146,0.5975344505922839,0.7566245360680841
WP_081892299.1,0.75,0.7000000000000001,0.71694493,0.7917743296854599,0.754359631311541
WP_100217698.1,0.75,0.8,0.77506,0.7268308736857095,0.7509454358605703
WP_015898277.1,1.0,0.44999999999999996,0.7965836,0.6965322464542623,0.7465579196729777
WP_041339469.1,0.75,1.0,0.75026894,0.7403017272800966,0.7452853317186616
WP_006111085.1,1.0,1.0,0.7055397,0.7750703717461951,0.7403050375576679
WP_011238781.1,0.75,0.8500000000000001,0.77506,0.7049507786029006,0.7400053883191657
WP_058316939.1,1.0,0.7000000000000001,0.7426505,0.7332105820896809,0.7379305454851481
