SampleName,DT,KNN,XGBoost,Adaboost,ensembl_xgb_ada
YP_145307.1,1.0,1.0,0.99271786,0.8823308814884113,0.9375243718088113
WP_058998822.1,1.0,1.0,0.9953518,0.8598239820479152,0.9275878867148756
WP_039457454.1,1.0,1.0,0.9923237,0.8624445193842368,0.9273841079987744
WP_038030409.1,1.0,1.0,0.9928905,0.8617995517887641,0.9273450144846225
WP_092265422.1,1.0,1.0,0.9949908,0.8596420301134895,0.9273164278832828
WP_014514637.1,1.0,1.0,0.9932068,0.8605476667178398,0.9268772328740719
WP_093007728.1,1.0,1.0,0.9927341,0.8566693229149595,0.9247016987537748
WP_034404411.1,1.0,1.0,0.99414355,0.8456269295419772,0.9198852375847856
WP_071678161.1,1.0,1.0,0.9838772,0.8459311790670437,0.9149041805369398
WP_008631444.1,1.0,1.0,0.9923237,0.8331764849300431,0.9127500907716775
WP_038044516.1,1.0,1.0,0.99268913,0.8270753875981778,0.9098822601443037
WP_019494780.1,1.0,0.75,0.99032044,0.8263982033505409,0.9083593237287984
WP_015717132.1,1.0,1.0,0.99179673,0.8212252937998636,0.9065110128743581
WP_038030576.1,0.5,1.0,0.977446,0.8291070162006993,0.9032765179251024
WP_088257333.1,1.0,1.0,0.9930473,0.8113343132638497,0.9021908051323674
WP_080977504.1,1.0,0.95,0.9894507,0.8093446948331314,0.8993976939818122
WP_096861749.1,1.0,1.0,0.9644607,0.8308406357189126,0.8976506533334706
WP_031194042.1,1.0,1.0,0.9908578,0.792252126039534,0.8915549530096198
WP_071455425.1,1.0,1.0,0.9900728,0.7900946942985796,0.8900837405532968
WP_084602981.1,1.0,1.0,0.99002147,0.7872272007628585,0.8886243339858604
WP_045834967.1,1.0,1.0,0.99268657,0.7820260223232146,0.8873562960069594
WP_038066338.1,0.5,1.0,0.96225405,0.7901438689741412,0.87619895818397
WP_074290364.1,1.0,1.0,0.943497,0.8025777296875394,0.8730373659061629
WP_045054463.1,1.0,1.0,0.98681206,0.7536434860145089,0.8702277705627202
WP_055195547.1,1.0,0.35,0.9428531,0.7881951458887717,0.8655241195180248
WP_041438497.1,1.0,0.95,0.96897453,0.7530240289002488,0.8609992797985588
WP_034385873.1,0.5,1.0,0.9763309,0.7386616754451364,0.8574962758977696
WP_013847450.1,1.0,1.0,0.97259045,0.7360382998699527,0.8543143731710603
WP_030101561.1,1.0,1.0,0.9527132,0.7552863224349406,0.8539997569720937
WP_056466663.1,1.0,1.0,0.9304733,0.7723677331270933,0.851420530381906
WP_099834802.1,1.0,1.0,0.9703303,0.732270459226864,0.8513003785868969
